Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
Shahin Khaledan; 1333; IRI; 27; 1990.06.07;  ; ;2-1; 0; 1,008; 912; 5-5; 0; 12,578
Katsuki Nagao; 1333; JPN; 28; 1989.04.14; 76; 178; 0-0; 0; 2,364; 435; 0-0; 0; 18,059
Charles Broom; 1338; GBR; 19; 1998.04.24;  ; ;0-0; 0; 819; 1052; 0-0; 0; 2,133
Francesco Forti; 1338; ITA; 18; 1999.07.26;  ; ;0-0; 0; 1,378; 1322; 0-0; 0; 2,292
Alexandru Gozun; 1338; MDA; 21; 1996.01.01;  ; ;0-0; 0; 2,099; 674; 0-0; 0; 4,121
Patrick Kaukovalta; 1338; FIN; 19; 1998.12.01;  ; ;0-0; 0; 1,299; 1119; 0-0; 0; 4,291
Christopher Morin Kougoucheff; 1338; FRA; 20; 1997.03.09;  ; ;0-0; 0; 930; 1322; 0-0; 0; 1,226
Marko Osmakcic; 1338; SUI; 19; 1998.08.10; 86; 193; 0-0; 0; 930; 1027; 0-0; 0; 7,143
Luigi Sorrentino; 1338; ITA; 19; 1998.06.18;  ; ;0-0; 0; 930; 1322; 0-0; 0; 1,384
Ty Trombetta; 1338; USA; 27; 1990.05.21; 77; 188; 0-0; 0; 930; 644; 0-0; 0; 20,985
Aliaksandr Liaonenka; 1346; BLR; 18; 1999.03.17;  ; ;0-0; 0; 1,164; 1329; 0-0; 0; 2,822
Alexander Ovcharov; 1346; RUS; 19; 1998.06.17; 78; 188; 0-0; 0; 882; 1064; 0-0; 0; 5,684
Dong-Hak Sin; 1346; KOR; 25; 1992.02.26;  ; ;0-0; 0; 1,528; 1329; 0-0; 0; 2,610
Naoki Takeda; 1346; JPN; 24; 1993.06.11;  ; ;0-0; 0; 1,164; 1191; 0-0; 0; 2,945
Alberto Cammarata; 1350; ITA; 24; 1993.04.08; 77; 175; 0-0; 0; 1,190; 869; 0-0; 0; 14,918
Constant De La Bassetiere; 1350; FRA; 19; 1998.01.22;  ; ;0-0; 0; 1,581; 790; 0-0; 0; 4,561
Hugo Gaston; 1350; FRA; 17; 2000.09.26;  ; ;0-0; 0; 1,430; 1335; 0-0; 0; 2,554
Milen Ianakiev; 1350; GER; 22; 1995.07.20; 74; 185; 0-0; 0; 646; 812; 0-0; 0; 5,715
Paul Monteban; 1350; NED; 24; 1993.01.18;  ; ;0-0; 0; 1,086; 815; 0-0; 0; 11,554
Tao Mu; 1350; CHN; 17; 2000.04.28; 75; 180; 0-0; 0; 1,810; 1335; 0-0; 0; 2,596
Anurag Nenwani; 1350; IND; 19; 1998.05.09;  ; ;0-0; 0; 1,086; 1350; 0-0; 0; 2,142
Masaki Osafune; 1350; JPN; 22; 1995.03.07; 67; 170; 0-0; 0; 1,258; 1335; 0-0; 0; 1,738
Dan Alexandru Tomescu; 1350; ROU; 18; 1999.03.30;  ; ;0-0; 0; 1,086; 1348; 0-0; 0; 2,312
Dan Alexandru Tomescu; 1350; ROU; 18; 1999.03.30; 64; 183; 0-0; 0; 1,424; 1342; 0-0; 0; 2,314
S D Prajwal Dev; 1359; IND; 21; 1996.05.27;  ; ;0-0; 0; 1,320; 1261; 0-0; 0; 4,361
Jake Douglas; 1359; USA; 21; 1996.05.09; 73; 178; 0-0; 0; 1,424; 1359; 0-0; 0; 2,304
Christopher G Haworth; 1359; USA; 24; 1993.04.27;  ; ;0-0; 0; 1,804; 1334; 0-0; 0; 2,602
August Holmgren; 1359; DEN; 19; 1998.04.22;  ; ;1-0; 0; 1,320; 1189; 1-0; 0; 1,908
Alexander Knight; 1359; USA; 21; 1996.12.11;  ; ;0-0; 0; 1,804; 1344; 0-0; 0; 2,108
Rafael Mazon-Hernandez; 1359; ESP; 27; 1990.09.15;  ; ;0-0; 0; 934; 488; 0-0; 0; 31,395
Connor Smith; 1359; USA; 27; 1990.12.19;  ; ;0-0; 0; 2,461; 278; 0-0; 0; 86,911
Felix Corwin; 1367; USA; 21; 1996.05.26;  ; ;0-0; 0; 1,862; 1296; 0-0; 0; 5,446
Liang-Chi Huang; 1367; TPE; 25; 1992.03.08;  ; ;0-0; 0; 1,185; 172; 1-2; 0; 146,846
Nikita Mashtakov; 1368; UKR; 18; 1999.03.18;  ; ;0-1; 0; 1,242; 1295; 0-1; 0; 2,932
Vladislav Melnic; 1367; ROU; 18; 1999.06.23;  ; ;0-0; 0; 1,518; 1351; 0-0; 0; 2,134
Albert Roglan; 1367; ESP; 19; 1998.11.13;  ; ;0-0; 0; 1,690; 1241; 0-0; 0; 4,318
Alexandre Rotsaert; 1367; USA; 18; 1999.10.14; 77; 183; 0-0; 0; 1,260; 1274; 0-0; 0; 1,834
Niklas Schell; 1367; GER; 18; 1999.01.03;  ; ;0-0; 0; 1,346; 1351; 0-0; 0; 1,790
Hyun-Woo Nam; 1374; KOR; 32; 1985.01.09;  ; ;0-0; 0; 1,038; 449; 1-2; 0; 64,149
Ken Onoda; 1374; JPN; 29; 1988.04.13; 75; 185; 0-0; 0; 1,684; 1062; 0-0; 0; 10,713
Linh Giang Trinh; 1374; VIE; 20; 1997.08.03; 70; 183; 0-0; 0; 1,426; 1279; 0-0; 0; 3,304
Giuliano Benedetti; 1377; ITA; 19; 1998.10.06;  ; ;0-0; 0; 1,398; 1377; 0-0; 0; 2,004
Antonin Bolardt; 1377; CZE; 19; 1998.06.07;  ; ;0-0; 0; 1,090; 1281; 0-0; 0; 3,324
Andrea Borroni; 1377; ITA; 22; 1995.06.09;  ; ;0-0; 0; 1,398; 1375; 0-0; 0; 3,226
Zhaoyi Cao; 1377; CHN; 24; 1993.12.05; 75; 185; 0-0; 0; 2,122; 848; 0-0; 0; 17,830
Victor Vlad Cornea; 1377; ROU; 24; 1993.09.24; 81; 198; 0-0; 0; 5,014; 288; 0-1; 0; 33,170
Linus Frost; 1377; SWE; 22; 1995.06.14; 92; 196; 0-0; 0; 1,423; 858; 0-0; 0; 3,965
Vinayak Sharma Kaza; 1377; IND; 26; 1991.03.28; 65; 180; 0-0; 0; 1,056; 496; 0-0; 0; 36,474
Kittirat Kerdlapee; 1377; THA; 18; 1999.10.11;  ; ;0-0; 0; 1,398; 1350; 0-0; 0; 2,718
Shahbaaz Khan; 1377; IND; 25; 1992.07.04; 80; 185; 0-0; 0; 1,606; 1185; 0-0; 0; 8,822
Vijayant Malik; 1377; IND; 27; 1990.02.14;  ; ;0-0; 0; 1,398; 417; 0-2; 0; 44,420
Patrik Rosenholm; 1377; SWE; 29; 1988.03.05; 85; 178; 0-0; 0; 807; 412; 0-4; 0; 98,688
Abhinav Sanjeev Shanmugam; 1377; IND; 19; 1998.11.15; 69; 178; 0-0; 0; 1,570; 1319; 0-0; 0; 3,494
Sean Hodkin; 1389; GBR; 19; 1998.10.31; 90; 185; 0-0; 0; 2,030; 1293; 0-0; 0; 2,550
Arturs Lazdins; 1390; LAT; 20; 1997.04.09;  ; ;0-1; 0; 1,632; 1273; 0-2; 0; 6,144
Matthew Christopher Romios; 1390; AUS; 18; 1999.03.29; 70; 183; 0-0; 0; 1,102; 1186; 0-0; 0; 3,532
Remy Bertola; 1392; SUI; 19; 1998.08.31;  ; ;0-0; 0; 732; 1177; 0-0; 0; 2,680
Edward Bourchier; 1392; AUS; 29; 1988.11.14; 81; 188; 0-0; 0; 2,084; 792; 0-0; 0; 5,286
Manfred Fellin; 1392; ITA; 20; 1997.02.24;  ; ;0-0; 0; 1,762; 1392; 0-0; 0; 4,190
Andres Fernandez Canovas; 1392; ESP; 18; 1999.03.08;  ; ;0-0; 0; 789; 1144; 0-0; 0; 2,967
Jorge Hernando Ruano; 1392; ESP; 30; 1987.06.03; 81; 183; 0-0; 0; 1,726; 612; 0-0; 0; 38,100
Maxime Mora; 1392; FRA; 20; 1997.03.26; 75; 185; 0-0; 0; 1,726; 803; 0-0; 0; 8,277
Darren K. Polkinghorne; 1392; AUS; 24; 1993.02.26; 70; 170; 0-0; 0; 3,271; 488; 0-0; 0; 29,034
Lukas Vejvara; 1392; CZE; 20; 1997.03.26;  ; ;0-0; 0; 1,108; 943; 0-0; 0; 5,646
Nicholas Bybel; 1400; USA; 24; 1993.10.25;  ; ;0-0; 0; 1,111; 1054; 0-0; 0; 3,875
Cesar Testoni; 1400; FRA; 22; 1995.10.04;  ; ;0-0; 0; 690; 1137; 0-0; 0; 6,724
Floris Van Den Brink; 1400; NED; 22; 1995.07.21;  ; ;0-0; 0; 1,788; 1328; 0-0; 0; 3,590
Jurgen Briand; 1403; FRA; 18; 1999.01.11;  ; ;0-0; 0; 1,918; 1212; 0-0; 0; 3,876
Ergi Kirkin; 1403; TUR; 18; 1999.01.27; 73; 180; 0-0; 0; 726; 1295; 0-0; 0; 3,503
Alexandru Vasile Manole; 1403; ROU; 19; 1998.09.21;  ; ;0-0; 0; 1,918; 1284; 0-0; 0; 6,114
Vitalii Shcherba; 1403; UKR; 20; 1997.03.24; 73; 183; 0-0; 0; 1,814; 1155; 0-0; 0; 10,900
Bartosz Wojnar; 1403; POL; 24; 1993.09.26;  ; ;0-0; 0; 1,814; 1268; 0-0; 0; 9,504
David Agung Susanto; 1408; INA; 26; 1991.07.21;  ; ;1-1; 0; 2,220; 732; 5-9; 0; 18,410
Tejas Chaukulkar; 1409; IND; 28; 1989.10.24;  ; ;0-0; 0; 1,866; 1383; 0-0; 0; 6,355
Patrick Daciek; 1409; USA; 27; 1990.03.09; 75; 178; 0-0; 0; 834; 830; 0-0; 0; 16,527
Masaya Kobayashi; 1409; JPN; 20; 1997.09.22; 60; 170; 0-0; 0; 946; 1137; 0-0; 0; 3,886
Milos Sekulic; 1409; SWE; 28; 1989.11.04; 73; 178; 0-0; 0; 4,609; 288; 0-3; 0; 64,910
Chukang Wang; 1409; CHN; 18; 1999.09.06;  ; ;0-0; 0; 2,626; 1281; 0-0; 0; 3,502
Daniel Batista; 1414; POR; 19; 1998.12.06;  ; ;0-0; 0; 2,204; 1411; 0-0; 0; 3,130
Martin Beran; 1414; CAN; 22; 1995.11.27; 85; 191; 0-0; 0; 1,296; 518; 0-0; 0; 17,603
Andres Gabriel Ciurletti; 1416; ITA; 19; 1998.01.04;  ; ;0-0; 0; 2,678; 1251; 0-0; 0; 7,476
Matthew Dellavedova; 1416; AUS; 17; 2000.05.30; 78; 191; 0-0; 0; 3,406; 1329; 0-0; 0; 4,204
Fermin Tenti; 1416; ARG; 20; 1997.06.14; 74; 180; 0-0; 0; 2,022; 1387; 0-0; 0; 3,204
Leonard Von Hindte; 1416; GER; 23; 1994.04.28; 78; 185; 0-0; 0; 898; 1270; 0-0; 0; 4,504
Aaron Addison; 1420; AUS; 22; 1995.11.12; 82; 193; 0-0; 0; 1,591; 972; 0-0; 0; 15,196
Wei-De Lin; 1420; TPE; 21; 1996.02.05; 80; 178; 0-0; 0; 2,092; 765; 0-0; 0; 13,166
Jirat Navasirisomboon; 1420; THA; 21; 1996.11.17; 60; 175; 0-0; 0; 2,391; 831; 0-0; 0; 15,745
Juan Bautista Otegui; 1420; ARG; 18; 1999.02.23;  ; ;0-0; 0; 2,178; 1420; 0-0; 0; 3,040
Giovani Samaha; 1420; LIB; 23; 1994.07.14;  ; ;0-0; 0; 1,203; 1060; 1-0; 0; 6,467
Kacper Zuk; 1420; POL; 18; 1999.01.21;  ; ;0-0; 0; 1,639; 634; 0-0; 0; 8,039
Anirudh Chandrasekar; 1426; IND; 19; 1998.07.11; 74; 180; 0-0; 0; 1,668; 1012; 0-0; 0; 6,419
Alexander Merino; 1426; PER; 25; 1992.08.31; 77; 183; 0-0; 0; 2,898; 631; 0-0; 0; 15,736
Aziz Ouakaa; 1428; TUN; 18; 1999.08.07;  ; ;0-0; 0; 2,490; 1419; 0-0; 0; 3,222
Benjamin Dhoe; 1429; BEL; 21; 1996.08.20;  ; ;0-0; 0; 1,356; 1035; 0-0; 0; 7,380
Alexis Canter; 1430; GBR; 19; 1998.06.03;  ; ;0-0; 0; 3,234; 1303; 0-0; 0; 6,164
Tiago Cacao; 1431; POR; 19; 1998.02.28;  ; ;0-0; 0; 1,801; 1023; 0-0; 0; 10,105
Anton Matusevich; 1432; GBR; 16; 2001.05.30;  ; ;0-0; 0; 438; 1430; 0-0; 0; 438
Josko Topic; 1432; CRO; 34; 1983.12.08;  ; ;0-0; 0; 438; 543; 0-1; 0; 44,529
Laurens Verboven; 1432; BEL; 20; 1997.04.18;  ; ;0-0; 0; 438; 1022; 0-0; 0; 4,490
Tucker Vorster; 1432; RSA; 29; 1988.09.03; 90; 196; 0-0; 0; 438; 278; 5-2; 0; 60,836
Dominik Barton; 1436; CZE; 19; 1998.04.05;  ; ;0-0; 0; 594; 1436; 0-0; 0; 856
Alexandre Castanho Ribeiro; 1436; POR; 19; 1998.12.30;  ; ;0-0; 0; 594; 1434; 0-0; 0; 1,062
Hugo Di Feo; 1436; CAN; 22; 1995.04.18; 68; 178; 0-0; 0; 1,680; 536; 0-0; 0; 16,014
Axel Geller; 1436; ARG; 18; 1999.04.01;  ; ;0-0; 0; 1,478; 1434; 0-0; 0; 1,678
William Grant; 1436; USA; 16; 2001.02.13;  ; ;0-0; 0; 594; 1434; 0-0; 0; 648
Valentin Nourrissat; 1436; FRA; 26; 1991.08.09; 84; 196; 0-0; 0; 594; 1091; 0-0; 0; 3,647
Jan Poskocil; 1436; AUT; 28; 1989.05.27; 78; 175; 0-0; 0; 594; 1025; 0-0; 0; 3,655
Charly Zick; 1436; GER; 21; 1996.09.03; 77; 175; 0-0; 0; 1,792; 1434; 0-0; 0; 2,050
Muhammad Abid; 1444; PAK; 23; 1994.06.03;  ; ;0-2; 0; 516; 1444; 0-5; 0; 624
Nicolas Acevedo; 1444; CHI; 18; 1999.09.25;  ; ;0-0; 0; 416; 1199; 0-0; 0; 1,036
Igor Gimenez; 1444; BRA; 17; 2000.02.20;  ; ;0-0; 0; 516; 1443; 0-0; 0; 612
Dimitar Grabul; 1444; MKD; 36; 1981.11.05;  ; ;0-0; 0; 516; 505; 2-7; 0; 22,673
Shao-Fan Liu; 1444; TPE; 20; 1997.01.30; 78; 188; 0-0; 0; 1,204; 720; 0-0; 0; 6,798
Mario Mansilla Diez; 1444; ESP; 15; 2002.05.12;  ; ;0-0; 0; 516; 1443; 0-0; 0; 624
Jordi Munoz-Abreu; 1444; VEN; 27; 1990.01.17;  ; ;3-0; 0; 3,517; 291; 3-0; 0; 33,099
Karan Rastogi; 1444; HKG; 31; 1986.10.08; 66; 178; 1-0; 0; 270; 217; 1-4; 0; 95,828
Raul-Isaias Rosas-Zarur; 1444; MEX; 28; 1989.05.04; 80; 183; 0-0; 0; 516; 1443; 0-0; 0; 9,428
Nitin Kumar Sinha; 1444; IND; 18; 1999.02.20; 68; 175; 0-0; 0; 996; 1269; 0-0; 0; 3,721
Leonardo Aboian; 1455; ARG; 19; 1998.04.20;  ; ;0-0; 0; 750; 1308; 0-0; 0; 2,182
Mert Alkaya; 1455; TUR; 17; 2000.06.14;  ; ;0-0; 0; 854; 1450; 0-0; 0; 998
Petr Arkhipov; 1455; RUS; 23; 1994.12.12;  ; ;0-0; 0; 750; 1152; 0-0; 0; 2,620
Petr Arkhipov; 1455; RUS; 23; 1994.12.12;  ; ;0-0; 0; 750; 1432; 0-0; 0; 2,493
Martin Dimitrov; 1455; BUL; 20; 1997.03.10;  ; ;0-0; 0; 854; 1450; 0-0; 0; 1,480
Dmitro Kamynin; 1455; UKR; 28; 1989.10.28;  ; ;0-0; 0; 432; 709; 0-0; 0; 10,452
Abdulhamid Mubarak; 1455; KUW; 23; 1994.04.08;  ; ;0-0; 0; 750; 1450; 0-1; 0; 2,558
Marco Neubau; 1455; ESP; 23; 1994.08.22;  ; ;0-0; 0; 750; 1450; 0-0; 0; 4,664
Koichi Sano; 1455; JPN; 29; 1988.09.21;  ; ;0-0; 0; 750; 1282; 0-0; 0; 5,144
Chun Hsin Tseng; 1455; TPE; 16; 2001.08.08;  ; ;0-0; 0; 312; 1340; 0-0; 0; 988
Tadas Babelis; 1465; LTU; 20; 1997.02.25;  ; ;1-1; 0; 378; 1087; 1-1; 0; 4,442
Gianluca Bergomi; 1465; ITA; 24; 1993.01.15;  ; ;0-0; 0; 672; 1461; 0-0; 0; 1,527
Nicolas Bianchi; 1465; ARG; 21; 1996.11.10;  ; ;0-0; 0; 672; 1465; 0-0; 0; 1,146
William Bushamuka; 1465; USA; 21; 1996.01.24; 95; 185; 0-0; 0; 1,296; 960; 0-0; 0; 6,511
Eric Caleguer; 1465; BRA; 20; 1997.11.22; 75; 178; 0-0; 0; 672; 1336; 0-0; 0; 1,772
Fabio Costa; 1465; BRA; 24; 1993.02.06;  ; ;0-0; 0; 672; 1445; 0-0; 0; 1,044
Pasquale De Giorgio; 1465; ITA; 18; 1999.04.27;  ; ;0-0; 0; 776; 1461; 0-0; 0; 866
Sharmal Dissanayake; 1465; SRI; 21; 1996.05.14;  ; ;0-0; 0; 672; 1461; 2-5; 0; 1,856
Lucas Gerch; 1465; GER; 23; 1994.12.20;  ; ;0-0; 0; 672; 1428; 0-0; 0; 1,930
Leon Hoeveler; 1465; GER; 22; 1995.12.25;  ; ;0-0; 0; 672; 1461; 0-0; 0; 2,148
Yuichiro Inui; 1465; JPN; 22; 1995.04.02; 75; 185; 0-0; 0; 672; 1461; 0-0; 0; 2,468
Paul Jubb; 1465; GBR; 18; 1999.10.31;  ; ;0-0; 0; 672; 1461; 0-0; 0; 672
Mihail Khaldeev; 1465; RUS; 23; 1994.09.06; 90; 191; 0-0; 0; 844; 1371; 0-0; 0; 4,594
Hei Yin Andrew Li; 1465; HKG; 20; 1997.03.28;  ; ;0-1; 0; 414; 1461; 0-1; 0; 2,232
Marko Miladinovic; 1465; SRB; 17; 2000.12.07;  ; ;0-0; 0; 672; 1461; 0-0; 0; 830
Christian Paul; 1465; NGR; 23; 1994.11.26;  ; ;0-0; 0; 1,120; 1257; 0-0; 0; 5,118
Bogdan Pavel; 1465; ROU; 18; 1999.06.11;  ; ;0-0; 0; 672; 1461; 0-0; 0; 1,250
Dusan Rajic; 1465; SRB; 18; 1999.04.27;  ; ;0-0; 0; 672; 1461; 0-0; 0; 916
Horst Rieder; 1465; ITA; 20; 1997.04.14;  ; ;0-0; 0; 420; 1410; 0-0; 0; 1,510
Elie Rousset; 1465; FRA; 28; 1989.09.05; 88; 198; 0-0; 0; 776; 454; 0-0; 0; 53,317
Stijn Slump; 1465; NED; 18; 1999.01.21;  ; ;0-0; 0; 672; 1342; 0-0; 0; 1,058
Matteo Trevisan; 1465; ITA; 28; 1989.08.13; 80; 183; 0-0; 0; 844; 267; 0-1; 0; 124,230
Maxim Tybar; 1465; BLR; 19; 1998.06.01;  ; ;0-0; 0; 672; 1036; 0-0; 0; 5,106
Keisuke Watanuki; 1465; JPN; 24; 1993.11.19; 67; 168; 0-0; 0; 672; 1088; 0-0; 0; 7,253
Oliver Crawford; 1489; USA; 18; 1999.04.30;  ; ;0-0; 0; 906; 1489; 0-0; 0; 1,286
Gabriel Friedrich; 1489; BRA; 23; 1994.06.04;  ; ;0-0; 0; 1,218; 1029; 0-0; 0; 6,524
Jose Antonio Rodriguez Rodriguez; 1489; MEX; 22; 1995.04.24; 89; 178; 0-0; 0; 906; 1367; 0-0; 0; 4,762
Federico Bertuccioli; 1492; ITA; 19; 1998.08.14;  ; ;0-0; 0; 1,104; 1492; 0-0; 0; 2,206
Federico Bertuccioli; 1492; ITA; 19; 1998.08.14;  ; ;0-0; 0; 828; 1492; 0-0; 0; 4,814
Simen Sunde Bratholm; 1492; NOR; 18; 1999.03.04;  ; ;1-1; 0; 1,000; 1203; 1-1; 0; 1,948
David Damian Brna; 1492; SVK; 19; 1998.05.21;  ; ;0-0; 0; 828; 1492; 0-0; 0; 1,768
Daniel Cukierman; 1492; ISR; 22; 1995.07.09; 70;  ;0-1; 0; 1,000; 525; 0-1; 0; 20,187
Gabriel Decamps; 1492; BRA; 18; 1999.08.07; 80; 193; 0-0; 0; 932; 1492; 0-0; 0; 1,832
Mitchell Frank; 1492; USA; 25; 1992.10.16; 79; 185; 0-0; 0; 828; 503; 0-0; 0; 32,255
Zach Itzstein; 1492; AUS; 29; 1988.09.02; 76; 178; 0-0; 0; 932; 898; 0-0; 0; 13,063
Niklas Johansson; 1492; SWE; 19; 1998.10.07; 85; 201; 0-0; 0; 1,104; 1351; 0-0; 0; 2,470
Philipp Klimov; 1492; RUS; 18; 1999.03.11;  ; ;0-0; 0; 1,000; 1492; 0-0; 0; 1,626
Oh-Hee Kwon; 1492; KOR; 39; 1978.06.18;  ; ;0-0; 0; 828; 288; 1-0; 0; 89,268
Ching Lam; 1492; HKG; 18; 1999.09.03;  ; ;0-0; 0; 570; 1492; 0-0; 0; 1,030
Robin Lang; 1492; GER; 21; 1996.02.03;  ; ;0-0; 0; 828; 1310; 0-0; 0; 3,568
Kai Lemstra; 1492; GER; 18; 1999.06.19;  ; ;0-0; 0; 828; 1492; 0-0; 0; 1,742
Yuki Matsuo; 1492; JPN; 27; 1990.10.15;  ; ;0-0; 0; 932; 979; 0-0; 0; 10,806
Siphosothando Montsi; 1492; RSA; 18; 1999.11.09;  ; ;0-0; 0; 828; 1447; 0-0; 0; 1,054
Alexey Nesterov; 1492; RUS; 19; 1998.01.22;  ; ;0-0; 0; 828; 1492; 0-0; 0; 936
Grzegorz Panfil; 1492; POL; 29; 1988.01.01; 76; 183; 0-0; 0; 10,928; 176; 2-2; 0; 197,167
Aron Pierce; 1492; USA; 20; 1997.01.04; 86; 191; 0-0; 0; 1,104; 1492; 0-0; 0; 2,242
Sidane Pontjodikromo; 1492; NED; 17; 2000.10.24;  ; ;0-0; 0; 648; 1029; 0-0; 0; 1,580
Tim Ruehl; 1492; GER; 19; 1998.03.31;  ; ;0-0; 0; 828; 1355; 0-0; 0; 2,596
Christian Samuelsson; 1492; SWE; 21; 1996.01.09; 78; 183; 0-0; 0; 926; 834; 0-0; 0; 8,030
Mico Santiago; 1492; USA; 23; 1994.03.11; 66; 170; 0-0; 0; 1,000; 684; 0-0; 0; 27,509
Keivon Tabrizi; 1492; SUI; 21; 1996.07.23; 73; 180; 0-0; 0; 828; 1143; 0-0; 0; 6,984
Quinnton Vega; 1492; USA; 25; 1992.11.22; 81; 185; 0-0; 0; 594; 736; 0-0; 0; 11,874
Kai Wehnelt; 1492; GER; 22; 1995.11.27;  ; ;0-0; 0; 1,357; 1462; 0-0; 0; 1,851
Daniel Kopeinigg; 1518; AUT; 29; 1988.07.28;  ; ;0-0; 0; 1,166; 1493; 0-0; 0; 2,934
Mateusz Kowalczyk; 1518; POL; 30; 1987.05.03; 85; 191; 1-0; 0; 10,521; 77; 16-27; 1; 264,881
Yvo Panak; 1518; CZE; 22; 1995.08.21; 78; 185; 0-0; 0; 1,166; 1382; 0-0; 0; 3,815
Ji Hoon Son; 1518; KOR; 23; 1994.09.09; 74; 180; 0-0; 0; 1,062; 791; 0-0; 0; 8,766
Julius Tverijonas; 1518; LTU; 23; 1994.06.14;  ; ;0-0; 0; 528; 1044; 0-0; 0; 5,726
Filip Brtnicky; 1523; CZE; 25; 1992.04.25; 80; 185; 0-0; 0; 378; 767; 0-0; 0; 14,657
Juan Pablo Canas Garcia; 1523; ESP; 20; 1997.03.08;  ; ;0-0; 0; 990; 1171; 0-0; 0; 6,135
Alessandro Ceppellini; 1523; ITA; 21; 1996.10.07;  ; ;0-0; 0; 1,296; 1398; 0-0; 0; 5,185
Francisco Dias; 1523; POR; 25; 1992.05.01;  ; ;0-0; 0; 984; 954; 0-0; 0; 5,194
Kaya Gore; 1523; TUR; 18; 1999.01.28;  ; ;0-0; 0; 1,088; 1521; 0-0; 0; 2,092
Eduard Guell Bartrina; 1523; ESP; 19; 1998.09.06;  ; ;0-0; 0; 1,088; 1497; 0-0; 0; 3,091
Jessy Kalambay; 1523; SUI; 25; 1992.10.30; 97; 193; 0-0; 0; 1,509; 861; 0-0; 0; 12,332
Dylan Seong Kwan Kim; 1523; KOR; 32; 1985.05.13;  ; ;0-0; 0; 984; 629; 0-0; 0; 24,039
Daniil Klimov; 1523; GER; 18; 1999.03.29;  ; ;0-0; 0; 306; 1509; 0-0; 0; 1,430
Dominik Nazaruk; 1523; POL; 21; 1996.10.14;  ; ;0-0; 0; 984; 1513; 0-0; 0; 1,800
Benard Bruno Nkomba; 1523; AUS; 18; 1999.09.08; 65; 175; 0-0; 0; 790; 1228; 0-0; 0; 5,046
Yuto Sakai; 1523; JPN; 21; 1996.08.12; 72; 173; 0-0; 0; 561; 1113; 0-0; 0; 1,993
Luca George Tatomir; 1523; ROU; 22; 1995.08.21; 81; 191; 0-0; 0; 1,364; 766; 0-0; 0; 14,064
Richard Torres; 1523; USA; 19; 1998.02.26;  ; ;0-0; 0; 828; 1522; 0-0; 0; 1,240
Moritz Trocker; 1523; ITA; 17; 2000.04.22;  ; ;0-0; 0; 984; 1461; 0-0; 0; 1,218
Robertas Vrzesinski; 1523; LTU; 19; 1998.03.02;  ; ;0-0; 0; 828; 1427; 0-0; 0; 1,272
Jordi Walder; 1523; GER; 19; 1998.07.19;  ; ;0-0; 0; 984; 1521; 0-0; 0; 1,554
Huixin Wang; 1523; CHN; 21; 1996.08.04; 84; 191; 0-0; 0; 1,364; 1373; 0-0; 0; 3,340
Henrik Wiersholm; 1523; USA; 20; 1997.03.27; 73; 178; 0-0; 0; 1,328; 838; 0-0; 0; 4,936
Georg Winkler; 1523; ITA; 20; 1997.01.17;  ; ;0-0; 0; 984; 1522; 0-0; 0; 1,496
Soufiane El Mesbahi; 1543; MAR; 16; 2001.02.22;  ; ;0-0; 0; 1,218; 1465; 0-0; 0; 1,530
Hugo Schott; 1543; FRA; 21; 1996.09.05;  ; ;0-0; 0; 2,739; 1059; 0-0; 0; 9,845
Philip Bachmaier; 1545; AUT; 21; 1996.10.30;  ; ;0-0; 0; 1,140; 1521; 0-0; 0; 2,222
Roman Blokhin; 1545; RUS; 18; 1999.03.16;  ; ;0-0; 0; 1,692; 1498; 0-0; 0; 1,980
Amit Gabreal; 1545; ISR; 18; 1999.09.17;  ; ;0-0; 0; 1,140; 1157; 0-0; 0; 3,650
Nicholas Horton; 1545; AUS; 22; 1995.03.18;  ; ;0-0; 0; 822; 1028; 0-0; 0; 6,324
Karim Hossam; 1545; EGY; 23; 1994.04.08;  ; ;0-0; 0; 1,416; 337; 0-2; 0; 46,668
Alexander Jhun; 1545; GBR; 22; 1995.05.08;  ; ;0-0; 0; 1,244; 1034; 0-0; 0; 9,252
Adil Kalyanpur; 1545; IND; 17; 2000.01.26;  ; ;0-0; 0; 1,244; 1543; 0-0; 0; 2,378
Ivan Kosec; 1545; SVK; 26; 1991.04.15;  ; ;0-0; 0; 1,140; 1065; 0-0; 0; 9,224
Palaphoom Kovapitukted; 1545; THA; 18; 1999.12.05;  ; ;0-0; 0; 951; 1060; 0-0; 0; 2,163
Aljaz Radinski; 1545; SLO; 22; 1995.06.08; 84; 188; 0-0; 0; 1,348; 802; 1-0; 0; 10,178
Tom Schonenberg; 1545; GER; 26; 1991.06.15; 75; 185; 0-0; 0; 3,196; 379; 0-0; 0; 34,879
Nathan Seateun; 1545; FRA; 20; 1997.06.25;  ; ;0-0; 0; 600; 1416; 0-0; 0; 4,802
Anthony Susanto; 1545; INA; 20; 1997.05.23;  ; ;1-2; 0; 1,348; 1413; 1-2; 0; 3,420
Rui-Xuan Wang; 1545; CHN; 21; 1996.03.27; 77; 188; 0-0; 0; 1,680; 948; 0-0; 0; 5,800
Gonzales Austin; 1559; USA; 25; 1992.11.05; 86; 180; 0-0; 0; 982; 702; 0-0; 0; 21,257
